domain,name,type,common_rank,first_rank_total,first_total_births,first_male_births,first_female_births,first_recent_2020_births,first_first_year,first_last_year,first_peak_year,first_peak_year_births,first_best_sex,surname_rank_2010,surname_count_2010,surname_prop100k_2010,rdap_status,checked_at_utc
jalaycia.com,jalaycia,first,69469,69469,15,0,15,0,1999,2002,1999,5,F,,,,available,2026-05-30T06:09:37.115Z
jamaiah.com,jamaiah,first,69473,69473,15,0,15,0,2004,2009,2004,5,F,,,,available,2026-05-30T06:09:37.115Z
janitzy.com,janitzy,first,69479,69479,15,0,15,0,2002,2013,2002,5,F,,,,available,2026-05-30T06:09:37.115Z
jaquashia.com,jaquashia,first,69481,69481,15,0,15,0,1994,1997,1994,5,F,,,,available,2026-05-30T06:09:37.115Z
jasavion.com,jasavion,first,69486,69486,15,15,0,0,2005,2011,2005,5,M,,,,available,2026-05-30T06:09:37.115Z
jatory.com,jatory,first,69488,69488,15,15,0,0,1995,2007,1995,5,M,,,,available,2026-05-30T06:09:37.115Z
javarris.com,javarris,first,69489,69489,15,15,0,0,1989,2008,1989,5,M,,,,available,2026-05-30T06:09:37.115Z
javiyon.com,javiyon,first,69491,69491,15,15,0,0,2008,2010,2008,9,M,,,,available,2026-05-30T06:09:37.115Z
javorius.com,javorius,first,69492,69492,15,15,0,0,1991,2002,1991,5,M,,,,available,2026-05-30T06:09:37.115Z
jaylese.com,jaylese,first,69494,69494,15,0,15,0,2006,2015,2006,5,F,,,,available,2026-05-30T06:09:37.115Z
jazleene.com,jazleene,first,69498,69498,15,0,15,0,2008,2011,2008,5,F,,,,available,2026-05-30T06:09:37.115Z
jebria.com,jebria,first,69500,69500,15,0,15,0,1994,2002,1994,5,F,,,,available,2026-05-30T06:09:37.115Z
jedikiah.com,jedikiah,first,69501,69501,15,15,0,0,2016,2019,2019,8,M,,,,available,2026-05-30T06:09:37.115Z
jeinny.com,jeinny,first,69503,69503,15,0,15,5,1992,2020,1992,5,F,,,,available,2026-05-30T06:09:37.115Z
jennesy.com,jennesy,first,69509,69509,15,0,15,0,2007,2011,2011,9,F,,,,available,2026-05-30T06:09:37.115Z
jennicka.com,jennicka,first,69510,69510,15,0,15,0,2013,2013,2013,15,F,,,,available,2026-05-30T06:09:37.115Z
jenyce.com,jenyce,first,69513,69513,15,0,15,0,1995,2004,1995,5,F,,,,available,2026-05-30T06:09:37.115Z
jerimiyah.com,jerimiyah,first,69515,69515,15,15,0,5,2010,2020,2010,5,M,,,,available,2026-05-30T06:09:37.115Z
jermyra.com,jermyra,first,69516,69516,15,0,15,0,2004,2014,2004,5,F,,,,available,2026-05-30T06:09:37.115Z
jewliana.com,jewliana,first,69521,69521,15,0,15,0,2003,2010,2003,5,F,,,,available,2026-05-30T06:09:37.115Z
jhancarlos.com,jhancarlos,first,69524,69524,15,15,0,0,2000,2011,2000,5,M,,,,available,2026-05-30T06:09:37.115Z
jhanya.com,jhanya,first,69525,69525,15,0,15,0,2003,2004,2004,9,F,,,,available,2026-05-30T06:09:37.115Z
jildardo.com,jildardo,first,69527,69527,15,15,0,0,1982,1993,1982,5,M,,,,available,2026-05-30T06:09:37.115Z
josael.com,josael,first,69539,69539,15,15,0,0,2007,2015,2015,10,M,,,,available,2026-05-30T06:09:37.115Z
jussiah.com,jussiah,first,69549,69549,15,15,0,0,2006,2019,2006,5,M,,,,available,2026-05-30T06:09:37.115Z
jyrine.com,jyrine,first,69552,69552,15,15,0,0,2004,2005,2004,8,M,,,,available,2026-05-30T06:09:37.115Z
kabreyia.com,kabreyia,first,69553,69553,15,0,15,0,2005,2006,2006,9,F,,,,available,2026-05-30T06:09:37.115Z
kadarion.com,kadarion,first,69554,69554,15,15,0,0,2001,2011,2001,5,M,,,,available,2026-05-30T06:09:37.115Z
kadeedra.com,kadeedra,first,69555,69555,15,0,15,0,1993,1994,1994,9,F,,,,available,2026-05-30T06:09:37.115Z
kadeijah.com,kadeijah,first,69556,69556,15,0,15,0,1994,1995,1994,9,F,,,,available,2026-05-30T06:09:37.115Z
kadezia.com,kadezia,first,69557,69557,15,0,15,0,1993,1994,1994,8,F,,,,available,2026-05-30T06:09:37.115Z
kaislei.com,kaislei,first,69559,69559,15,0,15,0,2018,2019,2019,9,F,,,,available,2026-05-30T06:09:37.115Z
kalishia.com,kalishia,first,69562,69562,15,0,15,0,1978,1990,1978,5,F,,,,available,2026-05-30T06:09:37.115Z
kameira.com,kameira,first,69564,69564,15,0,15,0,2009,2011,2009,8,F,,,,available,2026-05-30T06:09:37.115Z
kamijah.com,kamijah,first,69565,69565,15,0,15,0,2007,2014,2007,10,F,,,,available,2026-05-30T06:09:37.115Z
kaniyla.com,kaniyla,first,69566,69566,15,0,15,0,2017,2019,2017,8,F,,,,available,2026-05-30T06:09:37.115Z
karslynn.com,karslynn,first,69570,69570,15,0,15,5,2017,2020,2017,5,F,,,,available,2026-05-30T06:09:37.115Z
katherlene.com,katherlene,first,69575,69575,15,0,15,0,1917,1949,1917,5,F,,,,available,2026-05-30T06:09:37.115Z
katyria.com,katyria,first,69579,69579,15,0,15,0,1978,1992,1978,5,F,,,,available,2026-05-30T06:09:37.115Z
kisselburg.com,kisselburg,last,69579,,,,,,,,,,,69579,282,0.1,available,2026-05-30T06:09:37.115Z
polmanteer.com,polmanteer,last,69579,,,,,,,,,,,69579,282,0.1,available,2026-05-30T06:09:37.115Z
kayshon.com,kayshon,first,69583,69583,15,15,0,0,2007,2011,2007,5,M,,,,available,2026-05-30T06:09:37.115Z
keanya.com,keanya,first,69585,69585,15,0,15,0,1974,1978,1974,5,F,,,,available,2026-05-30T06:09:37.115Z
kejaun.com,kejaun,first,69590,69590,15,15,0,0,1998,2007,1998,5,M,,,,available,2026-05-30T06:09:37.115Z
kemariya.com,kemariya,first,69593,69593,15,0,15,0,2006,2013,2006,5,F,,,,available,2026-05-30T06:09:37.115Z
kendalle.com,kendalle,first,69594,69594,15,0,15,0,1998,2002,1998,5,F,,,,available,2026-05-30T06:09:37.115Z
kendelyn.com,kendelyn,first,69595,69595,15,0,15,5,2008,2020,2008,5,F,,,,available,2026-05-30T06:09:37.115Z
kennitha.com,kennitha,first,69597,69597,15,0,15,0,1977,1983,1977,5,F,,,,available,2026-05-30T06:09:37.115Z
kennyatta.com,kennyatta,first,69598,69598,15,5,10,0,1975,1993,1975,5,M,,,,available,2026-05-30T06:09:37.115Z
kennyetta.com,kennyetta,first,69599,69599,15,0,15,0,1988,1991,1988,5,F,,,,available,2026-05-30T06:09:37.115Z
keoisha.com,keoisha,first,69602,69602,15,0,15,0,1992,1993,1993,9,F,,,,available,2026-05-30T06:09:37.115Z
kerrissa.com,kerrissa,first,69606,69606,15,0,15,0,1989,1993,1989,5,F,,,,available,2026-05-30T06:09:37.115Z
keyondria.com,keyondria,first,69612,69612,15,0,15,0,1994,1996,1994,5,F,,,,available,2026-05-30T06:09:37.115Z
keyonie.com,keyonie,first,69613,69613,15,0,15,0,2001,2008,2001,5,F,,,,available,2026-05-30T06:09:37.115Z
keyshanna.com,keyshanna,first,69614,69614,15,0,15,0,1987,2004,1987,5,F,,,,available,2026-05-30T06:09:37.115Z
keyunta.com,keyunta,first,69615,69615,15,10,5,0,1989,2009,1989,5,F,,,,available,2026-05-30T06:09:37.115Z
keyvonna.com,keyvonna,first,69616,69616,15,0,15,0,1994,1999,1994,5,F,,,,available,2026-05-30T06:09:37.115Z
keywanda.com,keywanda,first,69617,69617,15,0,15,0,1980,1985,1980,5,F,,,,available,2026-05-30T06:09:37.115Z
khadidra.com,khadidra,first,69618,69618,15,0,15,0,1994,1994,1994,15,F,,,,available,2026-05-30T06:09:37.115Z
khamilla.com,khamilla,first,69619,69619,15,0,15,0,2012,2019,2012,8,F,,,,available,2026-05-30T06:09:37.115Z
kharley.com,kharley,first,69620,69620,15,0,15,0,2014,2019,2014,5,F,,,,available,2026-05-30T06:09:37.115Z
khedra.com,khedra,first,69621,69621,15,0,15,0,1978,1979,1979,10,F,,,,available,2026-05-30T06:09:37.115Z
khiryn.com,khiryn,first,69623,69623,15,15,0,0,2013,2016,2016,8,M,,,,available,2026-05-30T06:09:37.115Z
kierstie.com,kierstie,first,69627,69627,15,0,15,0,1990,1991,1990,9,F,,,,available,2026-05-30T06:09:37.115Z
klarysa.com,klarysa,first,69630,69630,15,0,15,0,2002,2006,2002,5,F,,,,available,2026-05-30T06:09:37.115Z
ladeanna.com,ladeanna,first,69642,69642,15,0,15,0,1962,1972,1962,5,F,,,,available,2026-05-30T06:09:37.115Z
lanishia.com,lanishia,first,69651,69651,15,0,15,0,1983,1991,1983,5,F,,,,available,2026-05-30T06:09:37.115Z
laquanya.com,laquanya,first,69653,69653,15,0,15,0,1980,1983,1980,5,F,,,,available,2026-05-30T06:09:37.115Z
laqueeta.com,laqueeta,first,69654,69654,15,0,15,0,1974,1989,1974,5,F,,,,available,2026-05-30T06:09:37.115Z
lareshia.com,lareshia,first,69658,69658,15,0,15,0,1975,1994,1975,5,F,,,,available,2026-05-30T06:09:37.115Z
lashavia.com,lashavia,first,69660,69660,15,0,15,0,1990,1993,1990,9,F,,,,available,2026-05-30T06:09:37.115Z
latajia.com,latajia,first,69661,69661,15,0,15,0,1989,2004,1989,5,F,,,,available,2026-05-30T06:09:37.115Z
latiah.com,latiah,first,69663,69663,15,0,15,0,1980,1993,1980,5,F,,,,available,2026-05-30T06:09:37.115Z
latreasa.com,latreasa,first,69665,69665,15,0,15,0,1973,1980,1973,5,F,,,,available,2026-05-30T06:09:37.115Z
layliah.com,layliah,first,69674,69674,15,0,15,0,2007,2017,2007,5,F,,,,available,2026-05-30T06:09:37.115Z
leajah.com,leajah,first,69675,69675,15,0,15,0,2005,2007,2005,8,F,,,,available,2026-05-30T06:09:37.115Z
leilaney.com,leilaney,first,69683,69683,15,0,15,0,2008,2010,2008,5,F,,,,available,2026-05-30T06:09:37.115Z
leiyani.com,leiyani,first,69684,69684,15,0,15,0,2017,2019,2017,5,F,,,,available,2026-05-30T06:09:37.115Z
leriyah.com,leriyah,first,69693,69693,15,0,15,0,2013,2015,2013,5,F,,,,available,2026-05-30T06:09:37.115Z
lilliebell.com,lilliebell,first,69700,69700,15,0,15,0,1911,1923,1911,5,F,,,,available,2026-05-30T06:09:37.115Z
linnetta.com,linnetta,first,69701,69701,15,0,15,0,1948,1970,1948,5,F,,,,available,2026-05-30T06:09:37.115Z
llareli.com,llareli,first,69705,69705,15,0,15,0,1996,2007,1996,5,F,,,,available,2026-05-30T06:09:37.115Z
loleatha.com,loleatha,first,69708,69708,15,0,15,0,1954,1962,1954,5,F,,,,available,2026-05-30T06:09:37.115Z
loreita.com,loreita,first,69711,69711,15,0,15,0,1915,1946,1915,5,F,,,,available,2026-05-30T06:09:37.115Z
lorencita.com,lorencita,first,69712,69712,15,0,15,0,1966,1982,1966,5,F,,,,available,2026-05-30T06:09:37.115Z
lucritia.com,lucritia,first,69721,69721,15,0,15,0,1971,1975,1971,5,F,,,,available,2026-05-30T06:09:37.115Z
lucuis.com,lucuis,first,69722,69722,15,15,0,0,1916,1931,1916,5,M,,,,available,2026-05-30T06:09:37.115Z
luegene.com,luegene,first,69724,69724,15,5,10,0,1916,1930,1916,5,F,,,,available,2026-05-30T06:09:37.115Z
maezell.com,maezell,first,69736,69736,15,0,15,0,1927,1941,1927,5,F,,,,available,2026-05-30T06:09:37.115Z
makynlei.com,makynlei,first,69746,69746,15,0,15,5,2013,2020,2013,5,F,,,,available,2026-05-30T06:09:37.115Z
malaisia.com,malaisia,first,69747,69747,15,0,15,0,2013,2019,2013,5,F,,,,available,2026-05-30T06:09:37.115Z
marrisha.com,marrisha,first,69760,69760,15,0,15,0,1990,1996,1990,5,F,,,,available,2026-05-30T06:09:37.115Z
martajah.com,martajah,first,69762,69762,15,0,15,0,1998,2007,1998,5,F,,,,available,2026-05-30T06:09:37.115Z
martavian.com,martavian,first,69763,69763,15,15,0,0,2002,2005,2002,5,M,,,,available,2026-05-30T06:09:37.115Z
martrel.com,martrel,first,69764,69764,15,15,0,0,1985,2004,1985,5,M,,,,available,2026-05-30T06:09:37.115Z
mashyia.com,mashyia,first,69767,69767,15,0,15,0,2002,2006,2006,8,F,,,,available,2026-05-30T06:09:37.115Z
maynette.com,maynette,first,69775,69775,15,0,15,0,1916,1924,1916,5,F,,,,available,2026-05-30T06:09:37.115Z
melynna.com,melynna,first,69783,69783,15,0,15,0,2001,2008,2001,8,F,,,,available,2026-05-30T06:09:37.115Z
mileidi.com,mileidi,first,69794,69794,15,0,15,0,2006,2010,2010,9,F,,,,available,2026-05-30T06:09:37.115Z
morlene.com,morlene,first,69808,69808,15,0,15,0,1934,1938,1934,5,F,,,,available,2026-05-30T06:09:37.115Z
nakiaya.com,nakiaya,first,69829,69829,15,0,15,0,2001,2004,2001,10,F,,,,available,2026-05-30T06:09:37.115Z
nakiera.com,nakiera,first,69830,69830,15,0,15,0,1996,2006,1996,5,F,,,,available,2026-05-30T06:09:37.115Z
nalyssa.com,nalyssa,first,69835,69835,15,0,15,0,2002,2006,2002,5,F,,,,available,2026-05-30T06:09:37.115Z
natricia.com,natricia,first,69843,69843,15,0,15,0,1971,1985,1971,5,F,,,,available,2026-05-30T06:09:37.115Z
neilpatrick.com,neilpatrick,first,69852,69852,15,15,0,0,1990,1995,1990,5,M,,,,available,2026-05-30T06:09:37.115Z
nekedra.com,nekedra,first,69854,69854,15,0,15,0,1981,1987,1981,9,F,,,,available,2026-05-30T06:09:37.115Z
neliyah.com,neliyah,first,69855,69855,15,0,15,0,2009,2010,2009,8,F,,,,available,2026-05-30T06:09:37.115Z
nicohle.com,nicohle,first,69863,69863,15,0,15,0,1971,1984,1971,5,F,,,,available,2026-05-30T06:09:37.115Z
norlishia.com,norlishia,first,69874,69874,15,0,15,0,1976,1976,1976,15,F,,,,available,2026-05-30T06:09:37.115Z
nyeir.com,nyeir,first,69875,69875,15,15,0,9,2017,2020,2020,9,M,,,,available,2026-05-30T06:09:37.115Z
olatokunbo.com,olatokunbo,first,69880,69880,15,0,15,0,1983,1985,1983,5,F,,,,available,2026-05-30T06:09:37.115Z
oluwadunmininu.com,oluwadunmininu,first,69885,69885,15,0,15,0,2013,2016,2013,5,F,,,,available,2026-05-30T06:09:37.115Z
oluwajoba.com,oluwajoba,first,69886,69886,15,15,0,0,2014,2016,2016,10,M,,,,available,2026-05-30T06:09:37.115Z
patrenia.com,patrenia,first,69903,69903,15,0,15,0,1964,1970,1964,5,F,,,,available,2026-05-30T06:09:37.115Z
philomenia.com,philomenia,first,69909,69909,15,0,15,0,1921,1927,1921,10,F,,,,available,2026-05-30T06:09:37.115Z
preanna.com,preanna,first,69915,69915,15,0,15,0,1990,1991,1990,9,F,,,,available,2026-05-30T06:09:37.115Z
presiliano.com,presiliano,first,69916,69916,15,15,0,0,1932,1973,1932,5,M,,,,available,2026-05-30T06:09:37.115Z
quaneka.com,quaneka,first,69920,69920,15,0,15,0,1990,1994,1994,9,F,,,,available,2026-05-30T06:09:37.115Z
quanterius.com,quanterius,first,69921,69921,15,15,0,0,1996,2000,1996,5,M,,,,available,2026-05-30T06:09:37.115Z
quavious.com,quavious,first,69922,69922,15,15,0,0,1991,2018,1991,5,M,,,,available,2026-05-30T06:09:37.115Z
quessie.com,quessie,first,69923,69923,15,0,15,0,1917,1926,1917,5,F,,,,available,2026-05-30T06:09:37.115Z
rackwon.com,rackwon,first,69925,69925,15,15,0,0,1995,1996,1996,8,M,,,,available,2026-05-30T06:09:37.115Z
raeshelle.com,raeshelle,first,69927,69927,15,0,15,0,1990,1996,1990,5,F,,,,available,2026-05-30T06:09:37.115Z
rahmya.com,rahmya,first,69929,69929,15,0,15,0,2004,2013,2004,5,F,,,,available,2026-05-30T06:09:37.115Z
randiel.com,randiel,first,69934,69934,15,15,0,0,2011,2013,2011,8,M,,,,available,2026-05-30T06:09:37.115Z
rasiyah.com,rasiyah,first,69937,69937,15,0,15,5,2010,2020,2010,5,F,,,,available,2026-05-30T06:09:37.115Z
reanee.com,reanee,first,69940,69940,15,0,15,0,1969,1977,1969,5,F,,,,available,2026-05-30T06:09:37.115Z
regginal.com,regginal,first,69944,69944,15,15,0,0,1973,1988,1973,5,M,,,,available,2026-05-30T06:09:37.115Z
rittney.com,rittney,first,69956,69956,15,0,15,0,1987,1989,1987,5,F,,,,available,2026-05-30T06:09:37.115Z
rondarious.com,rondarious,first,69962,69962,15,15,0,0,1992,2000,1992,5,M,,,,available,2026-05-30T06:09:37.115Z
roneesha.com,roneesha,first,69963,69963,15,0,15,0,1990,1995,1990,5,F,,,,available,2026-05-30T06:09:37.115Z
ronesia.com,ronesia,first,69964,69964,15,0,15,0,1979,1994,1979,5,F,,,,available,2026-05-30T06:09:37.115Z
rosalua.com,rosalua,first,69966,69966,15,0,15,0,1961,1967,1961,5,F,,,,available,2026-05-30T06:09:37.115Z
sadiqua.com,sadiqua,first,69977,69977,15,0,15,0,1973,1989,1973,5,F,,,,available,2026-05-30T06:09:37.115Z
samayia.com,samayia,first,69987,69987,15,0,15,0,2002,2011,2002,5,F,,,,available,2026-05-30T06:09:37.115Z
samijah.com,samijah,first,69988,69988,15,0,15,0,2005,2013,2005,5,F,,,,available,2026-05-30T06:09:37.115Z
okoronkwo.com,okoronkwo,last,69996,,,,,,,,,,,69996,280,0.09,available,2026-05-30T06:09:37.115Z
schenita.com,schenita,first,70004,70004,15,0,15,0,1958,1976,1958,5,F,,,,available,2026-05-30T06:09:37.115Z
seandell.com,seandell,first,70006,70006,15,15,0,0,1991,1993,1991,5,M,,,,available,2026-05-30T06:09:37.115Z
shakethia.com,shakethia,first,70016,70016,15,0,15,0,1987,1990,1987,5,F,,,,available,2026-05-30T06:09:37.115Z
shakuria.com,shakuria,first,70017,70017,15,0,15,0,1996,2001,2001,9,F,,,,available,2026-05-30T06:09:37.115Z
shamichael.com,shamichael,first,70019,70019,15,10,5,0,1989,1992,1989,5,F,,,,available,2026-05-30T06:09:37.115Z
shanecqua.com,shanecqua,first,70022,70022,15,0,15,0,1991,1992,1991,8,F,,,,available,2026-05-30T06:09:37.115Z
shaneise.com,shaneise,first,70023,70023,15,0,15,0,1988,1989,1989,8,F,,,,available,2026-05-30T06:09:37.115Z
shaniyla.com,shaniyla,first,70025,70025,15,0,15,0,2005,2008,2005,5,F,,,,available,2026-05-30T06:09:37.115Z
shateema.com,shateema,first,70028,70028,15,0,15,0,1983,1989,1983,5,F,,,,available,2026-05-30T06:09:37.115Z
shauntal.com,shauntal,first,70030,70030,15,0,15,0,1979,1990,1990,10,F,,,,available,2026-05-30T06:09:37.115Z
shelese.com,shelese,first,70032,70032,15,0,15,0,1974,1986,1974,5,F,,,,available,2026-05-30T06:09:37.115Z
sherdina.com,sherdina,first,70034,70034,15,0,15,0,1955,1980,1955,5,F,,,,available,2026-05-30T06:09:37.115Z
showanda.com,showanda,first,70040,70040,15,0,15,0,1973,1979,1973,5,F,,,,available,2026-05-30T06:09:37.115Z
shymia.com,shymia,first,70041,70041,15,0,15,0,1999,2002,1999,5,F,,,,available,2026-05-30T06:09:37.115Z
shyrlee.com,shyrlee,first,70042,70042,15,0,15,0,1922,1936,1922,5,F,,,,available,2026-05-30T06:09:37.115Z
shytavia.com,shytavia,first,70043,70043,15,0,15,0,1991,2007,1991,5,F,,,,available,2026-05-30T06:09:37.115Z
siaani.com,siaani,first,70044,70044,15,0,15,15,2020,2020,2020,15,F,,,,available,2026-05-30T06:09:37.115Z
siosaia.com,siosaia,first,70047,70047,15,15,0,0,2006,2018,2006,5,M,,,,available,2026-05-30T06:09:37.115Z
solmaira.com,solmaira,first,70054,70054,15,0,15,0,1993,1993,1993,15,F,,,,available,2026-05-30T06:09:37.115Z
surayyah.com,surayyah,first,70067,70067,15,0,15,0,1994,1997,1994,5,F,,,,available,2026-05-30T06:09:37.115Z
sybastian.com,sybastian,first,70069,70069,15,15,0,0,2011,2014,2011,5,M,,,,available,2026-05-30T06:09:37.115Z
taiyanna.com,taiyanna,first,70076,70076,15,0,15,0,1992,2004,1992,5,F,,,,available,2026-05-30T06:09:37.115Z
talazia.com,talazia,first,70077,70077,15,0,15,0,1997,2000,1997,9,F,,,,available,2026-05-30T06:09:37.115Z
taleasha.com,taleasha,first,70078,70078,15,0,15,0,1985,1989,1985,5,F,,,,available,2026-05-30T06:09:37.115Z
tanaeja.com,tanaeja,first,70085,70085,15,0,15,0,2005,2010,2005,5,F,,,,available,2026-05-30T06:09:37.115Z
tashawnna.com,tashawnna,first,70090,70090,15,0,15,0,1989,1995,1989,5,F,,,,available,2026-05-30T06:09:37.115Z
tawayna.com,tawayna,first,70093,70093,15,0,15,0,1973,1978,1973,5,F,,,,available,2026-05-30T06:09:37.115Z
taytiana.com,taytiana,first,70096,70096,15,0,15,0,1995,2000,1995,5,F,,,,available,2026-05-30T06:09:37.115Z
teaire.com,teaire,first,70097,70097,15,0,15,0,1989,1990,1990,8,F,,,,available,2026-05-30T06:09:37.115Z
teonte.com,teonte,first,70103,70103,15,15,0,0,1996,2011,1996,5,M,,,,available,2026-05-30T06:09:37.115Z
terriyana.com,terriyana,first,70106,70106,15,0,15,0,2003,2008,2003,5,F,,,,available,2026-05-30T06:09:37.115Z
terryana.com,terryana,first,70107,70107,15,0,15,0,2008,2012,2008,5,F,,,,available,2026-05-30T06:09:37.115Z
thaisha.com,thaisha,first,70110,70110,15,0,15,0,1982,2004,1982,5,F,,,,available,2026-05-30T06:09:37.115Z
tiffonie.com,tiffonie,first,70118,70118,15,0,15,0,1971,1976,1971,5,F,,,,available,2026-05-30T06:09:37.115Z
timyia.com,timyia,first,70122,70122,15,0,15,0,2000,2006,2000,5,F,,,,available,2026-05-30T06:09:37.115Z
toccaro.com,toccaro,first,70125,70125,15,0,15,0,1981,1982,1981,8,F,,,,available,2026-05-30T06:09:37.115Z
tomeaka.com,tomeaka,first,70127,70127,15,0,15,0,1975,1976,1976,8,F,,,,available,2026-05-30T06:09:37.115Z
tomeisha.com,tomeisha,first,70128,70128,15,0,15,0,1992,1995,1995,10,F,,,,available,2026-05-30T06:09:37.115Z
traevyn.com,traevyn,first,70132,70132,15,15,0,0,2009,2012,2009,5,M,,,,available,2026-05-30T06:09:37.115Z
tranecia.com,tranecia,first,70136,70136,15,0,15,0,1988,2004,1988,5,F,,,,available,2026-05-30T06:09:37.115Z
trenece.com,trenece,first,70140,70140,15,0,15,0,1972,1983,1972,5,F,,,,available,2026-05-30T06:09:37.115Z
tykiara.com,tykiara,first,70154,70154,15,0,15,0,1998,2006,1998,5,F,,,,available,2026-05-30T06:09:37.115Z
tylajah.com,tylajah,first,70155,70155,15,0,15,0,2008,2011,2008,5,F,,,,available,2026-05-30T06:09:37.115Z
tyreeka.com,tyreeka,first,70159,70159,15,0,15,0,1993,1996,1993,10,F,,,,available,2026-05-30T06:09:37.115Z
ulizes.com,ulizes,first,70162,70162,15,15,0,0,1998,1999,1999,10,M,,,,available,2026-05-30T06:09:37.115Z
umekia.com,umekia,first,70164,70164,15,0,15,0,1971,1973,1973,10,F,,,,available,2026-05-30T06:09:37.115Z
vantrice.com,vantrice,first,70174,70174,15,0,15,0,1988,1991,1988,5,F,,,,available,2026-05-30T06:09:37.115Z
vernessia.com,vernessia,first,70179,70179,15,0,15,0,1954,1968,1954,5,F,,,,available,2026-05-30T06:09:37.115Z
virdiana.com,virdiana,first,70189,70189,15,0,15,0,1991,1994,1994,10,F,,,,available,2026-05-30T06:09:37.115Z
wakeisha.com,wakeisha,first,70195,70195,15,0,15,0,1980,1989,1980,5,F,,,,available,2026-05-30T06:09:37.115Z
wuanita.com,wuanita,first,70203,70203,15,0,15,0,1929,1942,1929,5,F,,,,available,2026-05-30T06:09:37.115Z
xaelah.com,xaelah,first,70205,70205,15,0,15,0,2015,2017,2015,5,F,,,,available,2026-05-30T06:09:37.115Z
cruthis.com,cruthis,last,70208,,,,,,,,,,,70208,279,0.09,available,2026-05-30T06:09:37.115Z
gallaspy.com,gallaspy,last,70208,,,,,,,,,,,70208,279,0.09,available,2026-05-30T06:09:37.115Z
hroncich.com,hroncich,last,70208,,,,,,,,,,,70208,279,0.09,available,2026-05-30T06:09:37.115Z
ashabranner.com,ashabranner,last,70208,,,,,,,,,,,70208,279,0.09,available,2026-05-30T06:09:37.115Z
gutierrezlopez.com,gutierrezlopez,last,70208,,,,,,,,,,,70208,279,0.09,available,2026-05-30T06:09:37.115Z
yadeliz.com,yadeliz,first,70215,70215,15,0,15,0,2004,2006,2004,10,F,,,,available,2026-05-30T06:09:37.115Z
yaidel.com,yaidel,first,70216,70216,15,15,0,0,2009,2013,2009,5,M,,,,available,2026-05-30T06:09:37.115Z
yaleyza.com,yaleyza,first,70219,70219,15,0,15,0,2015,2017,2017,8,F,,,,available,2026-05-30T06:09:37.115Z
yariliz.com,yariliz,first,70224,70224,15,0,15,0,2001,2006,2001,5,F,,,,available,2026-05-30T06:09:37.115Z
yeleina.com,yeleina,first,70227,70227,15,0,15,0,2003,2008,2003,5,F,,,,available,2026-05-30T06:09:37.115Z
yescenia.com,yescenia,first,70229,70229,15,0,15,0,1988,2002,1988,5,F,,,,available,2026-05-30T06:09:37.115Z
yetzaly.com,yetzaly,first,70230,70230,15,0,15,5,2012,2020,2012,5,F,,,,available,2026-05-30T06:09:37.115Z
yocelynn.com,yocelynn,first,70232,70232,15,0,15,0,2006,2009,2006,5,F,,,,available,2026-05-30T06:09:37.115Z
zackhary.com,zackhary,first,70237,70237,15,15,0,0,1995,2004,1995,5,M,,,,available,2026-05-30T06:09:37.115Z
zacorian.com,zacorian,first,70238,70238,15,15,0,0,2004,2011,2004,5,M,,,,available,2026-05-30T06:09:37.115Z
zahiem.com,zahiem,first,70241,70241,15,15,0,0,2006,2017,2006,5,M,,,,available,2026-05-30T06:09:37.115Z
zamaiya.com,zamaiya,first,70245,70245,15,0,15,5,2009,2020,2009,5,F,,,,available,2026-05-30T06:09:37.115Z
zerlene.com,zerlene,first,70263,70263,15,0,15,0,1937,1959,1937,5,F,,,,available,2026-05-30T06:09:37.115Z
zmiyah.com,zmiyah,first,70265,70265,15,0,15,5,2010,2020,2010,5,F,,,,available,2026-05-30T06:09:37.115Z
zoeymarie.com,zoeymarie,first,70266,70266,15,0,15,0,2013,2019,2013,5,F,,,,available,2026-05-30T06:09:37.115Z
aalaiya.com,aalaiya,first,70272,70272,14,0,14,0,2011,2019,2011,7,F,,,,available,2026-05-30T06:09:37.115Z
aariyanna.com,aariyanna,first,70275,70275,14,0,14,0,2004,2007,2007,9,F,,,,available,2026-05-30T06:09:37.115Z
abubacar.com,abubacar,first,70279,70279,14,14,0,0,2009,2011,2009,8,M,,,,available,2026-05-30T06:09:37.115Z
aceyon.com,aceyon,first,70280,70280,14,14,0,9,2017,2020,2020,9,M,,,,available,2026-05-30T06:09:37.115Z
addleigh.com,addleigh,first,70281,70281,14,0,14,6,2017,2020,2017,8,F,,,,available,2026-05-30T06:09:37.115Z
ahveya.com,ahveya,first,70288,70288,14,0,14,0,2019,2019,2019,14,F,,,,available,2026-05-30T06:09:37.115Z
aidrick.com,aidrick,first,70290,70290,14,14,0,0,2013,2014,2013,8,M,,,,available,2026-05-30T06:09:37.115Z
aireyana.com,aireyana,first,70291,70291,14,0,14,0,2007,2009,2009,8,F,,,,available,2026-05-30T06:09:37.115Z
alleshia.com,alleshia,first,70297,70297,14,0,14,0,1993,1998,1993,9,F,,,,available,2026-05-30T06:09:37.115Z
amauriah.com,amauriah,first,70300,70300,14,0,14,0,2008,2010,2008,8,F,,,,available,2026-05-30T06:09:37.115Z
andelynn.com,andelynn,first,70304,70304,14,0,14,0,2014,2016,2014,8,F,,,,available,2026-05-30T06:09:37.115Z
